"STATISTIC","Statistic","TLIST(Q1)","Quarter","C02343V02817","Area","UNIT","VALUE"
"HSQ06C2","Second Hand House Prices","20083","2008Q3","06","Other areas","Euro","297768"
"HSQ06C2","Second Hand House Prices","20084","2008Q4","-","National","Euro","323418"
"HSQ06C2","Second Hand House Prices","20084","2008Q4","01","Dublin","Euro","415035"
"HSQ06C2","Second Hand House Prices","20084","2008Q4","02","Cork","Euro","327269"
"HSQ06C2","Second Hand House Prices","20084","2008Q4","03","Galway","Euro","317835"
"HSQ06C2","Second Hand House Prices","20084","2008Q4","04","Limerick","Euro","251280"
"HSQ06C2","Second Hand House Prices","20084","2008Q4","05","Waterford","Euro","216055"
"HSQ06C2","Second Hand House Prices","20084","2008Q4","06","Other areas","Euro","278217"
"HSQ06C2","Second Hand House Prices","20091","2009Q1","-","National","Euro","297294"
"HSQ06C2","Second Hand House Prices","20091","2009Q1","01","Dublin","Euro","380965"
"HSQ06C2","Second Hand House Prices","20091","2009Q1","02","Cork","Euro","257539"
"HSQ06C2","Second Hand House Prices","20091","2009Q1","03","Galway","Euro","258962"
"HSQ06C2","Second Hand House Prices","20091","2009Q1","04","Limerick","Euro","207758"
"HSQ06C2","Second Hand House Prices","20091","2009Q1","05","Waterford","Euro","236083"
"HSQ06C2","Second Hand House Prices","20091","2009Q1","06","Other areas","Euro","243173"
"HSQ06C2","Second Hand House Prices","20092","2009Q2","-","National","Euro","286952"
"HSQ06C2","Second Hand House Prices","20092","2009Q2","01","Dublin","Euro","367018"
"HSQ06C2","Second Hand House Prices","20092","2009Q2","02","Cork","Euro","252766"
"HSQ06C2","Second Hand House Prices","20092","2009Q2","03","Galway","Euro","282781"
"HSQ06C2","Second Hand House Prices","20092","2009Q2","04","Limerick","Euro","206563"
"HSQ06C2","Second Hand House Prices","20092","2009Q2","05","Waterford","Euro","239820"
"HSQ06C2","Second Hand House Prices","20092","2009Q2","06","Other areas","Euro","224801"
"HSQ06C2","Second Hand House Prices","20093","2009Q3","-","National","Euro","254754"
"HSQ06C2","Second Hand House Prices","20093","2009Q3","01","Dublin","Euro","314902"
"HSQ06C2","Second Hand House Prices","20093","2009Q3","02","Cork","Euro","223708"
"HSQ06C2","Second Hand House Prices","20093","2009Q3","03","Galway","Euro","218209"
"HSQ06C2","Second Hand House Prices","20093","2009Q3","04","Limerick","Euro","174652"
"HSQ06C2","Second Hand House Prices","20093","2009Q3","05","Waterford","Euro","202429"
"HSQ06C2","Second Hand House Prices","20093","2009Q3","06","Other areas","Euro","211152"
"HSQ06C2","Second Hand House Prices","20094","2009Q4","-","National","Euro","244679"
"HSQ06C2","Second Hand House Prices","20094","2009Q4","01","Dublin","Euro","294452"
"HSQ06C2","Second Hand House Prices","20094","2009Q4","02","Cork","Euro","230988"
"HSQ06C2","Second Hand House Prices","20094","2009Q4","03","Galway","Euro","245961"
"HSQ06C2","Second Hand House Prices","20094","2009Q4","04","Limerick","Euro","185264"
"HSQ06C2","Second Hand House Prices","20094","2009Q4","05","Waterford","Euro","180471"
"HSQ06C2","Second Hand House Prices","20094","2009Q4","06","Other areas","Euro","203133"
"HSQ06C2","Second Hand House Prices","20101","2010Q1","-","National","Euro","247534"
"HSQ06C2","Second Hand House Prices","20101","2010Q1","01","Dublin","Euro","296130"
"HSQ06C2","Second Hand House Prices","20101","2010Q1","02","Cork","Euro","222142"
"HSQ06C2","Second Hand House Prices","20101","2010Q1","03","Galway","Euro","217892"
"HSQ06C2","Second Hand House Prices","20101","2010Q1","04","Limerick","Euro","193487"
"HSQ06C2","Second Hand House Prices","20101","2010Q1","05","Waterford","Euro","167096"
"HSQ06C2","Second Hand House Prices","20101","2010Q1","06","Other areas","Euro","200230"
"HSQ06C2","Second Hand House Prices","20102","2010Q2","-","National","Euro","279839"
"HSQ06C2","Second Hand House Prices","20102","2010Q2","01","Dublin","Euro","350271"
"HSQ06C2","Second Hand House Prices","20102","2010Q2","02","Cork","Euro","268291"
"HSQ06C2","Second Hand House Prices","20102","2010Q2","03","Galway","Euro","246366"
"HSQ06C2","Second Hand House Prices","20102","2010Q2","04","Limerick","Euro","217763"
"HSQ06C2","Second Hand House Prices","20102","2010Q2","05","Waterford","Euro","173692"
"HSQ06C2","Second Hand House Prices","20102","2010Q2","06","Other areas","Euro","215405"
"HSQ06C2","Second Hand House Prices","20103","2010Q3","-","National","Euro","280315"
"HSQ06C2","Second Hand House Prices","20103","2010Q3","01","Dublin","Euro","359317"
"HSQ06C2","Second Hand House Prices","20103","2010Q3","02","Cork","Euro","245465"
"HSQ06C2","Second Hand House Prices","20103","2010Q3","03","Galway","Euro","241695"
"HSQ06C2","Second Hand House Prices","20103","2010Q3","04","Limerick","Euro","210518"
"HSQ06C2","Second Hand House Prices","20103","2010Q3","05","Waterford","Euro","221534"
"HSQ06C2","Second Hand House Prices","20103","2010Q3","06","Other areas","Euro","217141"
"HSQ06C2","Second Hand House Prices","20104","2010Q4","-","National","Euro","272638"
"HSQ06C2","Second Hand House Prices","20104","2010Q4","01","Dublin","Euro","349939"
"HSQ06C2","Second Hand House Prices","20104","2010Q4","02","Cork","Euro","248304"
"HSQ06C2","Second Hand House Prices","20104","2010Q4","03","Galway","Euro","222259"
"HSQ06C2","Second Hand House Prices","20104","2010Q4","04","Limerick","Euro","223840"
"HSQ06C2","Second Hand House Prices","20104","2010Q4","05","Waterford","Euro","205179"
"HSQ06C2","Second Hand House Prices","20104","2010Q4","06","Other areas","Euro","210138"
"HSQ06C2","Second Hand House Prices","20111","2011Q1","-","National","Euro","274750"
"HSQ06C2","Second Hand House Prices","20111","2011Q1","01","Dublin","Euro","353277"
"HSQ06C2","Second Hand House Prices","20111","2011Q1","02","Cork","Euro","246171"
"HSQ06C2","Second Hand House Prices","20111","2011Q1","03","Galway","Euro","198923"
"HSQ06C2","Second Hand House Prices","20111","2011Q1","04","Limerick","Euro","199628"
"HSQ06C2","Second Hand House Prices","20111","2011Q1","05","Waterford","Euro","198107"
"HSQ06C2","Second Hand House Prices","20111","2011Q1","06","Other areas","Euro","213307"
"HSQ06C2","Second Hand House Prices","20112","2011Q2","-","National","Euro","275233"
"HSQ06C2","Second Hand House Prices","20112","2011Q2","01","Dublin","Euro","348482"
"HSQ06C2","Second Hand House Prices","20112","2011Q2","02","Cork","Euro","230383"
"HSQ06C2","Second Hand House Prices","20112","2011Q2","03","Galway","Euro","225858"
"HSQ06C2","Second Hand House Prices","20112","2011Q2","04","Limerick","Euro","215571"
"HSQ06C2","Second Hand House Prices","20112","2011Q2","05","Waterford","Euro","205355"
"HSQ06C2","Second Hand House Prices","20112","2011Q2","06","Other areas","Euro","211730"
"HSQ06C2","Second Hand House Prices","20113","2011Q3","-","National","Euro","253678"
"HSQ06C2","Second Hand House Prices","20113","2011Q3","01","Dublin","Euro","320375"
"HSQ06C2","Second Hand House Prices","20113","2011Q3","02","Cork","Euro","225401"
"HSQ06C2","Second Hand House Prices","20113","2011Q3","03","Galway","Euro","219842"
"HSQ06C2","Second Hand House Prices","20113","2011Q3","04","Limerick","Euro","213989"
"HSQ06C2","Second Hand House Prices","20113","2011Q3","05","Waterford","Euro","187440"
"HSQ06C2","Second Hand House Prices","20113","2011Q3","06","Other areas","Euro","194618"
"HSQ06C2","Second Hand House Prices","20114","2011Q4","-","National","Euro","246823"
"HSQ06C2","Second Hand House Prices","20114","2011Q4","01","Dublin","Euro","315229"
"HSQ06C2","Second Hand House Prices","20114","2011Q4","02","Cork","Euro","221980"
"HSQ06C2","Second Hand House Prices","20114","2011Q4","03","Galway","Euro","211196"
"HSQ06C2","Second Hand House Prices","20114","2011Q4","04","Limerick","Euro","187196"
"HSQ06C2","Second Hand House Prices","20114","2011Q4","05","Waterford","Euro","170639"
"HSQ06C2","Second Hand House Prices","20114","2011Q4","06","Other areas","Euro","182438"
"HSQ06C2","Second Hand House Prices","20121","2012Q1","-","National","Euro","248302"
"HSQ06C2","Second Hand House Prices","20121","2012Q1","01","Dublin","Euro","318557"
"HSQ06C2","Second Hand House Prices","20121","2012Q1","02","Cork","Euro","225686"
"HSQ06C2","Second Hand House Prices","20121","2012Q1","03","Galway","Euro","209754"
"HSQ06C2","Second Hand House Prices","20121","2012Q1","04","Limerick","Euro","186848"
"HSQ06C2","Second Hand House Prices","20121","2012Q1","05","Waterford","Euro","183436"
"HSQ06C2","Second Hand House Prices","20121","2012Q1","06","Other areas","Euro","181178"
"HSQ06C2","Second Hand House Prices","20122","2012Q2","-","National","Euro","251815"
"HSQ06C2","Second Hand House Prices","20122","2012Q2","01","Dublin","Euro","316402"
"HSQ06C2","Second Hand House Prices","20122","2012Q2","02","Cork","Euro","227454"
"HSQ06C2","Second Hand House Prices","20122","2012Q2","03","Galway","Euro","208801"
"HSQ06C2","Second Hand House Prices","20122","2012Q2","04","Limerick","Euro","188148"
"HSQ06C2","Second Hand House Prices","20122","2012Q2","05","Waterford","Euro","169572"
"HSQ06C2","Second Hand House Prices","20122","2012Q2","06","Other areas","Euro","193010"
"HSQ06C2","Second Hand House Prices","20123","2012Q3","-","National","Euro","251972"
"HSQ06C2","Second Hand House Prices","20123","2012Q3","01","Dublin","Euro","326942"
"HSQ06C2","Second Hand House Prices","20123","2012Q3","02","Cork","Euro","215124"
"HSQ06C2","Second Hand House Prices","20123","2012Q3","03","Galway","Euro","199343"
"HSQ06C2","Second Hand House Prices","20123","2012Q3","04","Limerick","Euro","216610"
"HSQ06C2","Second Hand House Prices","20123","2012Q3","05","Waterford","Euro","164556"
"HSQ06C2","Second Hand House Prices","20123","2012Q3","06","Other areas","Euro","183440"
"HSQ06C2","Second Hand House Prices","20124","2012Q4","-","National","Euro","244350"
"HSQ06C2","Second Hand House Prices","20124","2012Q4","01","Dublin","Euro","320728"
"HSQ06C2","Second Hand House Prices","20124","2012Q4","02","Cork","Euro","213047"
"HSQ06C2","Second Hand House Prices","20124","2012Q4","03","Galway","Euro","206518"
"HSQ06C2","Second Hand House Prices","20124","2012Q4","04","Limerick","Euro","170767"
"HSQ06C2","Second Hand House Prices","20124","2012Q4","05","Waterford","Euro","165025"
"HSQ06C2","Second Hand House Prices","20124","2012Q4","06","Other areas","Euro","177225"
"HSQ06C2","Second Hand House Prices","20131","2013Q1","-","National","Euro","245098"
"HSQ06C2","Second Hand House Prices","20131","2013Q1","01","Dublin","Euro","330188"
"HSQ06C2","Second Hand House Prices","20131","2013Q1","02","Cork","Euro","205994"
"HSQ06C2","Second Hand House Prices","20131","2013Q1","03","Galway","Euro","194228"
"HSQ06C2","Second Hand House Prices","20131","2013Q1","04","Limerick","Euro","181609"
"HSQ06C2","Second Hand House Prices","20131","2013Q1","05","Waterford","Euro","149563"
"HSQ06C2","Second Hand House Prices","20131","2013Q1","06","Other areas","Euro","175528"
"HSQ06C2","Second Hand House Prices","20132","2013Q2","-","National","Euro","260030"
"HSQ06C2","Second Hand House Prices","20132","2013Q2","01","Dublin","Euro","351998"
"HSQ06C2","Second Hand House Prices","20132","2013Q2","02","Cork","Euro","215571"
"HSQ06C2","Second Hand House Prices","20132","2013Q2","03","Galway","Euro","194086"
"HSQ06C2","Second Hand House Prices","20132","2013Q2","04","Limerick","Euro","191655"
"HSQ06C2","Second Hand House Prices","20132","2013Q2","05","Waterford","Euro","160679"
"HSQ06C2","Second Hand House Prices","20132","2013Q2","06","Other areas","Euro","174939"
"HSQ06C2","Second Hand House Prices","20133","2013Q3","-","National","Euro","257404"
"HSQ06C2","Second Hand House Prices","20133","2013Q3","01","Dublin","Euro","356601"
"HSQ06C2","Second Hand House Prices","20133","2013Q3","02","Cork","Euro","208662"
"HSQ06C2","Second Hand House Prices","20133","2013Q3","03","Galway","Euro","199204"
"HSQ06C2","Second Hand House Prices","20133","2013Q3","04","Limerick","Euro","171358"
"HSQ06C2","Second Hand House Prices","20133","2013Q3","05","Waterford","Euro","178701"
"HSQ06C2","Second Hand House Prices","20133","2013Q3","06","Other areas","Euro","174718"
"HSQ06C2","Second Hand House Prices","20134","2013Q4","-","National","Euro","257462"
"HSQ06C2","Second Hand House Prices","20134","2013Q4","01","Dublin","Euro","354866"
"HSQ06C2","Second Hand House Prices","20134","2013Q4","02","Cork","Euro","211345"
"HSQ06C2","Second Hand House Prices","20134","2013Q4","03","Galway","Euro","207021"
"HSQ06C2","Second Hand House Prices","20134","2013Q4","04","Limerick","Euro","160123"
"HSQ06C2","Second Hand House Prices","20134","2013Q4","05","Waterford","Euro","152473"
"HSQ06C2","Second Hand House Prices","20134","2013Q4","06","Other areas","Euro","177027"
"HSQ06C2","Second Hand House Prices","20141","2014Q1","-","National","Euro","253128"
"HSQ06C2","Second Hand House Prices","20141","2014Q1","01","Dublin","Euro","348165"
"HSQ06C2","Second Hand House Prices","20141","2014Q1","02","Cork","Euro","194817"
"HSQ06C2","Second Hand House Prices","20141","2014Q1","03","Galway","Euro","198680"
"HSQ06C2","Second Hand House Prices","20141","2014Q1","04","Limerick","Euro","161321"
"HSQ06C2","Second Hand House Prices","20141","2014Q1","05","Waterford","Euro","177208"
"HSQ06C2","Second Hand House Prices","20141","2014Q1","06","Other areas","Euro","179197"
"HSQ06C2","Second Hand House Prices","20142","2014Q2","-","National","Euro","271000"
"HSQ06C2","Second Hand House Prices","20142","2014Q2","01","Dublin","Euro","378460"
"HSQ06C2","Second Hand House Prices","20142","2014Q2","02","Cork","Euro","205092"
"HSQ06C2","Second Hand House Prices","20142","2014Q2","03","Galway","Euro","212927"
"HSQ06C2","Second Hand House Prices","20142","2014Q2","04","Limerick","Euro","168340"
"HSQ06C2","Second Hand House Prices","20142","2014Q2","05","Waterford","Euro","179780"
"HSQ06C2","Second Hand House Prices","20142","2014Q2","06","Other areas","Euro","182980"
"HSQ06C2","Second Hand House Prices","20143","2014Q3","-","National","Euro","264394"
"HSQ06C2","Second Hand House Prices","20143","2014Q3","01","Dublin","Euro","344729"
"HSQ06C2","Second Hand House Prices","20143","2014Q3","02","Cork","Euro","220526"
"HSQ06C2","Second Hand House Prices","20143","2014Q3","03","Galway","Euro","196078"
"HSQ06C2","Second Hand House Prices","20143","2014Q3","04","Limerick","Euro","183269"
"HSQ06C2","Second Hand House Prices","20143","2014Q3","05","Waterford","Euro","147618"
"HSQ06C2","Second Hand House Prices","20143","2014Q3","06","Other areas","Euro","186507"
"HSQ06C2","Second Hand House Prices","20144","2014Q4","-","National","Euro","255958"
"HSQ06C2","Second Hand House Prices","20144","2014Q4","01","Dublin","Euro","326229"
"HSQ06C2","Second Hand House Prices","20144","2014Q4","02","Cork","Euro","215087"
"HSQ06C2","Second Hand House Prices","20144","2014Q4","03","Galway","Euro","186371"
"HSQ06C2","Second Hand House Prices","20144","2014Q4","04","Limerick","Euro","163709"
"HSQ06C2","Second Hand House Prices","20144","2014Q4","05","Waterford","Euro","170758"
"HSQ06C2","Second Hand House Prices","20144","2014Q4","06","Other areas","Euro","185771"
"HSQ06C2","Second Hand House Prices","20151","2015Q1","-","National","Euro","259385"
"HSQ06C2","Second Hand House Prices","20151","2015Q1","01","Dublin","Euro","323589"
"HSQ06C2","Second Hand House Prices","20151","2015Q1","02","Cork","Euro","209089"
"HSQ06C2","Second Hand House Prices","20151","2015Q1","03","Galway","Euro","199438"
"HSQ06C2","Second Hand House Prices","20151","2015Q1","04","Limerick","Euro","178432"
"HSQ06C2","Second Hand House Prices","20151","2015Q1","05","Waterford","Euro","170034"
"HSQ06C2","Second Hand House Prices","20151","2015Q1","06","Other areas","Euro","195324"
"HSQ06C2","Second Hand House Prices","20152","2015Q2","-","National","Euro","266787"
"HSQ06C2","Second Hand House Prices","20152","2015Q2","01","Dublin","Euro","341514"
"HSQ06C2","Second Hand House Prices","20152","2015Q2","02","Cork","Euro","221423"
"HSQ06C2","Second Hand House Prices","20152","2015Q2","03","Galway","Euro","204304"
"HSQ06C2","Second Hand House Prices","20152","2015Q2","04","Limerick","Euro","163017"
"HSQ06C2","Second Hand House Prices","20152","2015Q2","05","Waterford","Euro","165594"
"HSQ06C2","Second Hand House Prices","20152","2015Q2","06","Other areas","Euro","199605"
"HSQ06C2","Second Hand House Prices","20153","2015Q3","-","National","Euro","267530"
"HSQ06C2","Second Hand House Prices","20153","2015Q3","01","Dublin","Euro","335799"
"HSQ06C2","Second Hand House Prices","20153","2015Q3","02","Cork","Euro","229636"
